649	вот	вот	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1062.328#1062.628
650	прям	пре	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1062.628#1062.928
651	вылили	вылить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1062.928#1063.228
652	три	три	NUM	_	Animacy=Inan|Case=Acc	_	_	_	@emk1994m-words#@emk1994m#1063.228#1063.528
653	выпуска	выпуск	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1063.528#1063.828
654	подряд	подряд	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1063.828#1064.13
655	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@emk1994m-words#@emk1994m#1064.132#1064.369
656	на	на	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1064.369#1064.606
657	самом	самый	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1064.606#1064.843
658	деле	дело	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1064.843#1065.08
659	очень	очень	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1065.08#1065.317
660	сильно	сильно	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1065.317#1065.554
661	прислушиваемся	прислушиваться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@emk1994m-words#@emk1994m#1065.554#1065.791
662	к	к	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1065.791#1066.028
663	аудитории	аудитория	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1066.028#1066.265
664	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1066.265#1066.502
665	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1066.502#1066.739
666	правда	правда	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1066.739#1066.976
667	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1066.976#1067.213
668	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1067.213#1067.45
669	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1067.45#1067.687
670	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@emk1994m-words#@emk1994m#1067.687#1067.924
671	читаем	читать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1067.924#1068.161
672	комментарии	комментарий	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1068.161#1068.398
673	там	там	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1068.398#1068.635
674	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1068.635#1068.872
675	директ	директ	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1068.872#1069.122
676	совершенно	совершенно	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1072.36#1072.725
677	верно	верно	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1072.725#1073.09
678	да	да	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1075.17#1075.555
679	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1075.56#1075.747
680	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1075.747#1075.934
681	Вася	Вася	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1075.934#1076.121
682	и	и	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1076.121#1076.308
683	Женя	Женя	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1076.308#1076.495
684	и	и	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1076.578#1077.078
685	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1077.078#1077.578
686	недавно	недавно	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1077.578#1078.078
687	забавный	забавный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1078.078#1078.578
688	случай	случай	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1078.578#1079.078
689	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@emk1994m-words#@emk1994m#1079.098#1079.307
690	просто	просто	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1079.307#1079.516
691	как	как	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1079.516#1079.725
692	бы	бы	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1079.725#1079.934
693	общались	общаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@emk1994m-words#@emk1994m#1079.934#1080.143
694	во	во	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1080.143#1080.352
695	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1080.352#1080.561
696	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1080.561#1080.77
697	как	как	SCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1080.77#1080.979
698	готовили	готовить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1080.979#1081.188
699	торт	торт	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1081.188#1081.407
700	и	и	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1081.508#1081.851
701	Вася	Вася	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1081.851#1082.194
702	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1082.194#1082.537
703	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1082.537#1082.88
704	блин	блин	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1082.88#1083.223
705	а	а	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1083.223#1083.566
706	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@emk1994m-words#@emk1994m#1083.566#1083.909
707	знал	знать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1083.909#1084.252
708	что	что	PRON	_	Case=Acc	_	_	_	@emk1994m-words#@emk1994m#1084.252#1084.595
709	существует	существовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1084.595#1084.938
710	такое	такой	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1084.938#1085.281
711	порно	порно	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1085.281#1085.624
712	где	где	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1085.624#1085.967
713	ээ	ээ	X	_	Foreign=Yes	_	_	_	@emk1994m-words#@emk1994m#1085.967#1086.31
714	голые	голый	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1086.31#1086.653
715	э	эра	X	_	Foreign=Yes	_	_	_	@emk1994m-words#@emk1994m#1086.653#1086.996
716	женщины	женщина	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1086.996#1087.339
717	тонут	тонуть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1087.339#1087.682
718	в	в	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1087.682#1088.025
719	болоте	болото	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1088.025#1088.368
720	?	?	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1088.368#1088.714
721	и	и	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1090.415#1090.685
722	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1090.685#1090.955
723	так	так	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1090.955#1091.225
724	же	же	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1091.225#1091.495
725	отреагировал	реагировать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1091.495#1091.765
726	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1091.765#1092.035
727	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1092.035#1092.305
728	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1092.305#1092.575
729	серьезно	серьезно	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1092.575#1092.845
730	?	?	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1092.845#1093.115
731	правда	правда	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1093.115#1093.385
732	?	?	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1093.385#1093.655
733	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@emk1994m-words#@emk1994m#1093.655#1093.925
734	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1093.925#1094.195
735	да	да	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1094.195#1094.465
736	да	да	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1094.465#1094.735
737	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1094.735#1095.005
738	прям	пре	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1095.005#1095.275
739	посмотрел	смотреть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1095.275#1095.545
740	несколько	несколько	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1095.545#1095.826
741	ну	ну	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1097.12#1097.456
742	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@emk1994m-words#@emk1994m#1097.456#1097.792
743	тонут	тонуть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1097.792#1098.128
744	и	и	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1098.128#1098.464
745	трогают	трогать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1098.464#1098.8
746	себя	себя	PRON	_	Case=Acc	_	_	_	@emk1994m-words#@emk1994m#1098.8#1099.14
747	что-то	что-то	PRON	_	Case=Acc	_	_	_	@emk1994m-words#@emk1994m#1099.242#1099.468
748	вызывает	вызывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1099.468#1099.694
749	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1099.694#1099.92
750	у	у	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1099.92#1100.146
751	людей	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1100.146#1100.373
752	и	и	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1100.415#1100.684
753	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@emk1994m-words#@emk1994m#1100.684#1100.953
754	так	так	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1100.953#1101.222
755	начали	начать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1101.222#1101.491
756	смеяться	смеяться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@emk1994m-words#@emk1994m#1101.491#1101.76
757	с	с	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1101.76#1102.029
758	этой	этот	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1102.029#1102.298
759	истории	история	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1102.298#1102.567
760	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1102.567#1102.836
761	и	и	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1102.836#1103.105
762	Вася	Вася	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1103.105#1103.374
763	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1103.374#1103.643
764	смотрит	смотреть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1103.643#1103.912
765	в	в	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1103.912#1104.181
766	камеру	камера	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1104.181#1104.45
767	и	и	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1104.45#1104.719
768	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1104.719#1104.988
769	если	если	SCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1104.988#1105.257
770	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1105.257#1105.526
771	выпуск	выпуск	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1105.526#1105.795
772	наберет	набрать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1105.795#1106.064
773	там	там	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1106.064#1106.333
774	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1106.333#1106.602
775	семьдесят	семьдесят	NUM	_	Case=Nom	_	_	_	@emk1994m-words#@emk1994m#1106.602#1106.871
776	тысяч	тысяча	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1106.871#1107.14
777	лайков	лайк	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1107.14#1107.409
778	#вдох#	#вдох#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1107.409#1107.678
779	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@emk1994m-words#@emk1994m#1107.678#1107.947
780	утонем	утонуть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1107.947#1108.216
781	в	в	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1108.216#1108.485
782	болоте	болото	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1108.485#1108.766
783	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@emk1994m-words#@emk1994m#1108.77#1109.016
784	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1109.016#1109.262
785	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1109.262#1109.508
786	там	там	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1109.508#1109.754
787	там	там	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1109.754#1110.0
788	уже	уже	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1110.0#1110.246
789	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1110.246#1110.492
790	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@emk1994m-words#@emk1994m#1110.492#1110.738
791	тыщ	тыще	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1110.738#1110.984
792	сто	сто	NUM	_	Case=Nom	_	_	_	@emk1994m-words#@emk1994m#1110.984#1111.23
793	просто	просто	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1111.23#1111.476
794	этих	этот	DET	_	Case=Gen|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1111.476#1111.722
795	лайков	лайк	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1111.722#1111.98
796	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1124.23#1124.501
797	умоляю	умолять	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1124.501#1124.772
798	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1124.772#1125.043
799	умоляю	умолять	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1125.043#1125.314
800	прекратите	прекратить	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1125.314#1125.585
801	пожалуйста	пожалуйста	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1125.585#1125.856
802	писать	писать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1125.856#1126.127
803	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1126.127#1126.398
804	прекратите	прекратить	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1126.398#1126.669
805	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1126.669#1126.94
806	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@emk1994m-words#@emk1994m#1126.94#1127.211
807	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1127.211#1127.482
808	читаем	читать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1127.482#1127.753
809	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1127.753#1128.024
810	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@emk1994m-words#@emk1994m#1128.024#1128.295
811	утонем	утонуть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1128.295#1128.566
812	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1128.566#1128.837
813	обещаю	обещать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1128.837#1129.108
814	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1129.108#1129.379
815	дайте	дать	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1129.379#1129.65
816	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@emk1994m-words#@emk1994m#1129.65#1129.921
817	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1129.921#1130.192
818	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1130.192#1130.463
819	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@emk1994m-words#@emk1994m#1130.463#1130.734
820	не	не	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1130.734#1131.005
821	можем	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1131.005#1131.276
822	найти	найти	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1131.276#1131.547
823	пиздатое	пиздатый	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1131.547#1131.818
824	болото	болото	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1131.818#1132.1
825	но	но	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1136.365#1136.556
826	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1136.556#1136.747
827	никогда	никогда	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1136.747#1136.938
828	не	не	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1136.938#1137.129
829	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1137.129#1137.32
830	что	что	PRON	_	Case=Acc	_	_	_	@emk1994m-words#@emk1994m#1137.32#1137.511
831	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1137.511#1137.702
832	ждёт	ждти	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1137.702#1137.893
833	завтра	завтра	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1137.893#1138.084
834	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1138.084#1138.275
835	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1138.275#1138.466
836	?	?	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1138.466#1138.658
837	вот	вот	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1138.755#1139.046
838	завтра	завтра	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1139.046#1139.337
839	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1139.337#1139.628
840	проснусь	проснусь	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	@emk1994m-words#@emk1994m#1139.628#1139.919
841	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1139.919#1140.21
842	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1140.21#1140.501
843	позвонит	звонить	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1140.501#1140.792
844	Константин	Константин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1140.792#1141.083
845	Меладзе	Меладзе	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1141.083#1141.374
846	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1141.374#1141.665
847	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1141.665#1141.956
848	алё	але	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1141.956#1142.247
849	Жень	Жень	PROPN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1142.247#1142.538
850	ну	ну	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1142.538#1142.829
851	вот	вот	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1142.829#1143.12
